City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
285,Bonavista,CA,48.6499,-53.1147,37.69,95,100,10.96,overcast clouds
286,Naples,IT,40.8333,14.25,70.61,38,20,10.36,few clouds
287,Ust-Omchug,RU,61.15,149.6333,27.9,91,100,3.0,overcast clouds
288,Avera,US,33.194,-82.5271,81.55,59,43,9.06,scattered clouds
289,Sao Filipe,CV,14.8961,-24.4956,75.42,70,0,9.26,clear sky
290,Rorvik,NO,64.8621,11.2373,42.91,75,75,26.46,light intensity shower rain
291,Mizdah,LY,31.4451,12.9801,65.37,50,38,24.54,scattered clouds
292,Dunedin,NZ,-45.8742,170.5036,57.79,91,33,3.0,scattered clouds
293,Avarua,CK,-21.2078,-159.775,73.45,100,100,1.14,overcast clouds
294,Karatau,KZ,43.1667,70.4667,71.64,34,100,8.48,overcast clouds
295,Klaksvik,FO,62.2266,-6.589,47.32,80,71,13.91,broken clouds
296,Ngunguru,NZ,-35.6167,174.5,62.82,76,63,9.06,broken clouds
297,Pedernales,DO,18.0384,-71.744,77.86,81,100,2.33,overcast clouds
298,Janakpur,NP,26.7183,85.9065,87.62,41,0,9.84,clear sky
299,Denpasar,ID,-8.65,115.2167,83.86,88,20,9.22,few clouds
300,San Andres,CO,12.5847,-81.7006,78.82,89,100,13.65,overcast clouds
301,Quatre Cocos,MU,-20.2078,57.7625,77.11,84,18,6.33,few clouds
302,Alice Springs,AU,-23.7,133.8833,58.55,63,40,5.75,scattered clouds
303,Ler,SS,8.3018,30.1418,94.71,27,55,2.39,broken clouds
304,Leua,SK,48.2156,18.6071,68.94,62,80,2.48,broken clouds
305,Kamenka,RU,51.3223,42.7678,45.39,50,45,5.7,scattered clouds
306,Stephenville,US,32.2207,-98.2023,76.93,40,100,11.5,overcast clouds
307,Port Hawkesbury,CA,45.6169,-61.3485,41.92,95,100,14.97,mist
308,Nanortalik,GL,60.1432,-45.2371,38.57,86,98,9.01,overcast clouds
309,Puerto Madryn,AR,-42.7692,-65.0385,51.15,57,83,2.73,broken clouds
310,Yumen,CN,40.2833,97.2,53.01,15,0,10.92,clear sky
311,Hami,CN,42.8,93.45,66.15,10,5,4.56,clear sky
312,Tomatlan,MX,19.9333,-105.25,86.14,36,100,2.75,overcast clouds
313,Ahipara,NZ,-35.1667,173.1667,59.97,88,98,5.53,overcast clouds
314,Preili,LV,56.2944,26.7246,51.69,53,100,1.95,overcast clouds
315,Huron,US,41.1501,-82.5499,69.19,82,100,14.36,overcast clouds
316,Aksu,CN,41.1231,80.2644,67.77,17,19,6.29,few clouds
317,Muriwai Beach,NZ,-36.8167,174.45,59.36,90,50,4.27,scattered clouds
318,Havelock,US,34.8791,-76.9013,78.98,72,75,4.0,broken clouds
319,Kemise,ET,10.7167,39.8667,74.21,39,37,3.76,scattered clouds
320,Samarai,PG,-10.6167,150.6667,79.97,82,54,9.71,broken clouds
321,Cabedelo,BR,-6.9811,-34.8339,83.14,73,80,15.17,broken clouds
322,Weyburn,CA,49.6668,-103.8511,46.92,64,89,9.78,overcast clouds
323,Churachandpur,IN,24.3333,93.6667,61.52,83,24,2.3,few clouds
324,Pio Ix,BR,-6.8375,-40.5792,90.39,36,46,8.37,scattered clouds
325,Ankang,CN,32.68,109.0172,53.65,55,10,0.83,clear sky
326,San Quintin,MX,30.4833,-115.95,62.01,77,35,5.82,scattered clouds
327,Champerico,GT,14.3,-91.9167,85.6,64,100,1.41,overcast clouds
328,Urusha,RU,54.05,122.9,36.59,36,100,2.35,overcast clouds
329,Grand Gaube,MU,-20.0064,57.6608,77.4,80,7,3.0,clear sky
330,Port Hardy,CA,50.6996,-127.4199,48.81,83,100,5.99,overcast clouds
331,Tingambato,MX,19.5,-101.8667,75.81,17,67,5.57,broken clouds
332,Port Huron,US,42.9709,-82.4249,57.24,68,100,20.71,overcast clouds
333,Lahij,YE,13.1667,44.5833,84.4,49,87,4.54,overcast clouds
334,Gigmoto,PH,13.7796,124.39,78.6,83,99,4.85,overcast clouds
335,Moussoro,TD,13.6408,16.4901,107.67,10,100,6.46,overcast clouds
336,Qiongshan,CN,20.0058,110.3542,69.8,92,100,18.07,overcast clouds
337,Kysyl-Syr,RU,63.8986,122.7617,22.41,88,100,13.0,snow
338,Mulchen,CL,-37.7167,-72.2333,57.0,57,100,8.63,overcast clouds
339,Huarmey,PE,-10.0681,-78.1522,69.91,78,18,7.85,few clouds
340,Tatawin,TN,32.9297,10.4518,66.42,47,27,16.78,scattered clouds
341,Kruisfontein,ZA,-34.0033,24.7314,61.88,87,4,4.92,clear sky
342,Forbes,AU,-33.3833,148.0167,48.92,78,0,5.26,clear sky
343,Ambilobe,MG,-13.2,49.05,76.42,89,39,1.25,scattered clouds
344,Pouebo,NC,-20.4,164.5667,74.84,89,40,10.69,scattered clouds
345,Srandakan,ID,-7.9386,110.2506,77.92,90,91,4.97,overcast clouds
